NRMSE_30,R2_30,MARD_30,NRMSE_60,R2_60,MARD_60,NRMSE_120,R2_120,MARD_120,protocol,model,seed,fold,level_retained,n_meals,n_excluded
0.09862036257982254,0.47684043645858765,15.006592750549316,0.1615447849035263,0.003202080726623535,21.64369773864746,0.16825348138809204,-0.014073014259338379,22.637929916381836,global,persistence_5min,0,0,0.5690523804576642,894,19
0.08492568880319595,0.6120469570159912,13.15896224975586,0.11765162646770477,0.47129058837890625,18.801706314086914,0.1355605572462082,0.34172433614730835,18.899688720703125,global,cgm,0,0,0.5690523804576642,894,19
0.10629202425479889,0.39228159189224243,17.56724739074707,0.11173728853464127,0.5231108665466309,19.186220169067383,0.11232271045446396,0.5480647087097168,18.236392974853516,global,static_all,0,0,0.5690523804576642,894,19
0.06883829832077026,0.7451050281524658,11.021462440490723,0.09195152670145035,0.6770471334457397,14.300548553466797,0.10448133945465088,0.6089624166488647,15.76948356628418,global,cgm_static,0,0,0.5690523804576642,894,19
0.09862036257982254,0.47684043645858765,15.006592750549316,0.1615447849035263,0.003202080726623535,21.64369773864746,0.16825348138809204,-0.014073014259338379,22.637929916381836,subject_z,persistence_5min,0,0,4.529643814605139e-32,894,19
0.13127779960632324,0.07299172878265381,21.340286254882812,0.15372969210147858,0.09731405973434448,24.60875129699707,0.16022361814975739,0.0804101824760437,25.167455673217773,subject_z,cgm,0,0,4.529643814605139e-32,894,19
0.10629202425479889,0.39228159189224243,17.56724739074707,0.11173728853464127,0.5231108665466309,19.186220169067383,0.11232271045446396,0.5480647087097168,18.236392974853516,subject_z,static_all,0,0,4.529643814605139e-32,894,19
0.09453590959310532,0.5192772746086121,15.447260856628418,0.10582808405160904,0.5722175240516663,17.216060638427734,0.11013638973236084,0.5654870271682739,17.519948959350586,subject_z,cgm_static,0,0,4.529643814605139e-32,894,19
0.11734884977340698,0.26154661178588867,17.264110565185547,0.19522503018379211,-0.20630884170532227,25.34482192993164,0.21599061787128448,-0.16938543319702148,28.154319763183594,global,persistence_5min,0,1,0.5034411411145304,894,19
0.09607063978910446,0.5050666332244873,14.638167381286621,0.14151088893413544,0.36617791652679443,18.833120346069336,0.1784677803516388,0.20162373781204224,24.90304183959961,global,cgm,0,1,0.5034411411145304,894,19
0.11115510016679764,0.33744168281555176,17.5855770111084,0.14375469088554382,0.3459188938140869,20.286218643188477,0.14524252712726593,0.47121942043304443,19.689584732055664,global,static_all,0,1,0.5034411411145304,894,19
0.08520882576704025,0.6106550693511963,12.702329635620117,0.11503443866968155,0.5811645984649658,15.844103813171387,0.13855519890785217,0.5187911987304688,18.81635856628418,global,cgm_static,0,1,0.5034411411145304,894,19
0.11734884977340698,0.26154661178588867,17.264110565185547,0.19522503018379211,-0.20630884170532227,25.34482192993164,0.21599061787128448,-0.16938543319702148,28.154319763183594,subject_z,persistence_5min,0,1,5.030217018946839e-32,894,19
0.1397453248500824,-0.04722476005554199,19.597564697265625,0.18924333155155182,-0.13351905345916748,23.7108097076416,0.20706604421138763,-0.07474565505981445,27.788738250732422,subject_z,cgm,0,1,5.030217018946839e-32,894,19
0.11115510016679764,0.33744168281555176,17.5855770111084,0.14375469088554382,0.3459188938140869,20.286218643188477,0.14524252712726593,0.47121942043304443,19.689584732055664,subject_z,static_all,0,1,5.030217018946839e-32,894,19
0.10632246732711792,0.39380067586898804,16.431615829467773,0.14359727501869202,0.34735047817230225,19.673105239868164,0.14799073338508606,0.4510194659233093,19.82275390625,subject_z,cgm_static,0,1,5.030217018946839e-32,894,19
0.08115912228822708,0.34897512197494507,15.683441162109375,0.1415938436985016,0.05063343048095703,21.437908172607422,0.14592638611793518,-0.08660173416137695,22.069196701049805,global,persistence_5min,0,2,0.429422300155506,894,19
